empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|industria|Insider Own|Quick Ratio|Current Ratio|P/E|Dividend %|Employees|geo|Debt/Eq|LT Debt/Eq|EPS next Y|Earnings|sector|Inst Own|Market Cap
AAXN|11|NASDAQ|2020|03|16|14|30|1015200|58.650002|52.759998|53.919998|54.32|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|12|NASDAQ|2020|03|13|14|30|996800|62.790001|54.700001|62.43|60.330002|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|13|NASDAQ|2020|03|12|14|30|1225900|59.98|51.860001|56.720001|54.189999|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|14|NASDAQ|2020|03|11|14|30|1165800|66.360001|59.599998|60.470001|64.879997|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|15|NASDAQ|2020|03|10|14|30|775800|69.019997|63.599998|67.110001|69.019997|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|16|NASDAQ|2020|03|09|14|30|1024400|70.519997|62.66|66.110001|69.169998|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|17|NASDAQ|2020|03|06|15|30|814300|75.639999|71.550003|74.440002|72.459999|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|18|NASDAQ|2020|03|05|15|30|817100|79.639999|73.849998|75.169998|78.239998|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|19|NASDAQ|2020|03|04|15|30|760600|81.269997|78.279999|80.660004|79.800003|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|20|NASDAQ|2020|03|03|15|30|940800|83.480003|77.269997|78.099998|82.699997|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|21|NASDAQ|2020|03|02|15|30|1405300|82.68|75.75|82.339996|77.93|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|22|NASDAQ|2020|02|28|15|30|1852300|78.110001|71|77.370003|72|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|23|NASDAQ|2020|02|27|15|30|1039000|80.82|74.209999|77.120003|77.900002|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|24|NASDAQ|2020|02|26|15|30|675400|82.860001|79.489998|80.400002|79.599998|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|25|NASDAQ|2020|02|25|15|30|765900|84.220001|79.139999|79.510002|82.82|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|26|NASDAQ|2020|02|24|15|30|945300|84.809998|77.949997|82.410004|79.739998|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|27|NASDAQ|2020|02|21|15|30|469000|87.089996|84.610001|85.989998|86.739998|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|28|NASDAQ|2020|02|20|15|30|886700|87.889999|82.330002|86.459999|86.150002|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|29|NASDAQ|2020|02|19|15|30|549500|90.099998|87.459999|88.900002|87.879997|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|30|NASDAQ|2020|02|18|15|30|446800|87.730003|86.120003|87.309998|87.220001|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|31|NASDAQ|2020|02|14|15|30|592100|88.440002|86.699997|87.110001|87.860001|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|32|NASDAQ|2020|02|13|15|30|547700|89.160004|87.230003|87.739998|87.529999|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|33|NASDAQ|2020|02|12|15|30|642500|88.230003|86.440002|87.980003|87.769997|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|34|NASDAQ|2020|02|11|15|30|531900|87.510002|84.889999|87.139999|86.040001|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|35|NASDAQ|2020|02|10|15|30|648400|85.730003|82.779999|85.440002|82.879997|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|36|NASDAQ|2020|02|07|15|30|309500|83.849998|81.669998|82.849998|83.360001|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|37|NASDAQ|2020|02|06|15|30|494700|83.900002|81.25|83.529999|82.220001|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|38|NASDAQ|2020|02|05|15|30|614300|83.629997|79.769997|81.809998|83.230003|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|39|NASDAQ|2020|02|04|15|30|717200|82.489998|78.690002|81.790001|78.989998|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|40|NASDAQ|2020|02|03|15|30|511300|78.290001|76.5|77.589996|77.370003|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|41|NASDAQ|2020|01|31|15|30|537700|78.610001|76.379997|76.809998|78.160004|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|42|NASDAQ|2020|01|30|15|30|332100|80.040001|77.139999|78.339996|79.199997|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|43|NASDAQ|2020|01|29|15|30|446200|80.790001|78.75|79.910004|79.769997|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|44|NASDAQ|2020|01|28|15|30|512700|80.139999|77.790001|78.970001|78.309998|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|45|NASDAQ|2020|01|27|15|30|966500|79.459999|77.82|77.910004|78.589996|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|46|NASDAQ|2020|01|24|15|30|1104800|80.839996|77.290001|80.550003|79.190002|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|47|NASDAQ|2020|01|23|15|30|748800|80.660004|78.580002|78.639999|79.07|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|48|NASDAQ|2020|01|22|15|30|1681400|79.449997|75.599998|79.080002|75.599998|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|49|NASDAQ|2020|01|21|15|30|509100|75.440002|73.25|75.260002|73.25|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|50|NASDAQ|2020|01|17|15|30|346700|75.849998|73.550003|73.599998|75.529999|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|51|NASDAQ|2020|01|16|15|30|522500|75.309998|73.120003|75.220001|73.120003|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|52|NASDAQ|2020|01|15|15|30|389800|72.970001|71.540001|72.699997|71.540001|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|53|NASDAQ|2020|01|14|15|30|1030500|71.849998|69.470001|71.360001|70.669998|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|54|NASDAQ|2020|01|13|15|30|426800|70.900002|69.5|70.769997|69.830002|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|55|NASDAQ|2020|01|10|15|30|574800|70.849998|69.209999|69.510002|70.220001|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|56|NASDAQ|2020|01|09|15|30|549600|71|69.940002|70.190002|70.089996|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|57|NASDAQ|2020|01|08|15|30|911200|71.629997|69.510002|69.610001|69.949997|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|58|NASDAQ|2020|01|07|15|30|766300|70.730003|68.32|69.769997|68.82|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|59|NASDAQ|2020|01|06|15|30|1727000|74.489998|68.089996|68.75|74.120003|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|60|NASDAQ|2020|01|03|15|30|2187900|75.57|68.68|73.93|72.300003|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|61|NASDAQ|2020|01|02|15|30|849400|76.620003|73.339996|76.559998|74.019997|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|62|NASDAQ|2019|12|31|15|30|540200|74.080002|72.720001|73.279999|73.190002|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|63|NASDAQ|2019|12|30|15|30|410600|74.639999|72.589996|73.510002|72.900002|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|64|NASDAQ|2019|12|27|15|30|418700|73.269997|72.410004|72.900002|73.040001|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|65|NASDAQ|2019|12|26|15|30|247100|73.720001|72.389999|72.900002|73.160004|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|66|NASDAQ|2019|12|24|15|30|300000|73.330002|72.300003|73.089996|72.440002|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|67|NASDAQ|2019|12|23|15|30|352800|72.25|71.099998|72.239998|71.739998|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|68|NASDAQ|2019|12|20|15|30|842800|71.43|70.199997|71.239998|70.540001|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|69|NASDAQ|2019|12|19|15|30|417600|70.349998|69.099998|70.32|69.839996|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|70|NASDAQ|2019|12|18|15|30|588400|71.720001|69.519997|69.830002|71.379997|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|71|NASDAQ|2019|12|17|15|30|713300|72.870003|71.129997|71.349998|72.629997|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|72|NASDAQ|2019|12|16|15|30|700600|74.660004|72.68|73.190002|72.699997|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|73|NASDAQ|2019|12|13|15|30|348200|72.82|71.459999|72.470001|71.709999|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|74|NASDAQ|2019|12|12|15|30|416800|73.07|70.610001|71.809998|72.370003|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|75|NASDAQ|2019|12|11|15|30|338900|73.419998|71.93|72.489998|72.68|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|76|NASDAQ|2019|12|10|15|30|407800|72.93|72.160004|72.639999|72.93|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|77|NASDAQ|2019|12|09|15|30|559900|73.699997|71.519997|72.269997|71.889999|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|78|NASDAQ|2019|12|06|15|30|609600|74.260002|71.68|71.870003|73.580002|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|79|NASDAQ|2019|12|05|15|30|396800|73.870003|72.019997|72.82|72.360001|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|80|NASDAQ|2019|12|04|15|30|823300|75.650002|72.57|72.760002|74.220001|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|81|NASDAQ|2019|12|03|15|30|648100|74.129997|71.309998|73.830002|72.309998|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|82|NASDAQ|2019|12|02|15|30|613600|75.269997|73.43|73.720001|74.139999|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|83|NASDAQ|2019|11|29|15|30|416100|75.849998|73.639999|73.800003|75.07|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|84|NASDAQ|2019|11|27|15|30|1450400|76.07|72.019997|75.57|74.809998|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|85|NASDAQ|2019|11|26|15|30|1591900|77.660004|74.5|76.93|74.800003|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|86|NASDAQ|2019|11|25|15|30|671300|74.849998|72.410004|74.330002|72.739998|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|87|NASDAQ|2019|11|22|15|30|350600|72.440002|71.169998|72.089996|72.150002|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|88|NASDAQ|2019|11|21|15|30|906200|73.07|71.220001|71.900002|72|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|89|NASDAQ|2019|11|20|15|30|1290900|72|67.449997|71.980003|67.940002|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|90|NASDAQ|2019|11|19|15|30|560700|69.110001|67.639999|68.480003|67.870003|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|91|NASDAQ|2019|11|18|15|30|544000|67.830002|66.349998|67.720001|67.239998|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|92|NASDAQ|2019|11|15|15|30|724500|68.349998|66.370003|67.370003|67.349998|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|93|NASDAQ|2019|11|14|15|30|641500|67.050003|64.440002|66.690002|64.650002|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|94|NASDAQ|2019|11|13|15|30|578600|64.980003|63.259998|64.650002|63.529999|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|95|NASDAQ|2019|11|12|15|30|754500|64.75|63.34|64.010002|64.480003|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|96|NASDAQ|2019|11|11|15|30|1259100|65.540001|62.610001|64.449997|64.760002|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|97|NASDAQ|2019|11|08|15|30|4437400|71|61|65.290001|61.939999|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|98|NASDAQ|2019|11|07|15|30|1368800|55.73|52.200001|52.41|53.23|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|99|NASDAQ|2019|11|06|15|30|714600|53.689999|51.939999|52.240002|53.139999|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|100|NASDAQ|2019|11|05|15|30|835900|54.130001|51.720001|53.09|51.869999|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|101|NASDAQ|2019|11|04|15|30|689300|53.349998|51.48|51.869999|53.150002|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|102|NASDAQ|2019|11|01|14|30|1085400|53.330002|51|52.52|51.490002|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|103|NASDAQ|2019|10|31|14|30|980300|52.669998|50.779999|51.130001|52.470001|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|104|NASDAQ|2019|10|30|14|30|656800|53.459999|51.799999|52.529999|52.84|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|105|NASDAQ|2019|10|29|14|30|551800|55.209999|52.810001|52.98|54.560001|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|106|NASDAQ|2019|10|28|14|30|507900|55.25|54.189999|54.75|54.73|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|107|NASDAQ|2019|10|25|15|30|364800|55.169998|54.200001|54.259998|54.689999|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|108|NASDAQ|2019|10|24|15|30|508700|55.060001|53.560001|54.919998|53.82|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|109|NASDAQ|2019|10|23|15|30|578300|54.209999|53.200001|53.709999|53.400002|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|110|NASDAQ|2019|10|22|15|30|824500|53.419998|51.779999|53.200001|52.299999|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|111|NASDAQ|2019|10|21|15|30|535600|52.470001|50.57|52.32|51.189999|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|112|NASDAQ|2019|10|18|15|30|1065600|51.48|49.799999|50.549999|51.419998|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|113|NASDAQ|2019|10|17|15|30|397800|52.59|51.66|51.75|52|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|114|NASDAQ|2019|10|16|15|30|649100|53.139999|51.509998|51.889999|52.939999|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|115|NASDAQ|2019|10|15|15|30|397300|53.639999|52.439999|53.32|52.84|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|116|NASDAQ|2019|10|14|15|30|491100|53.43|51.880001|52.830002|52.98|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|117|NASDAQ|2019|10|11|15|30|771100|54.889999|53.009998|53.16|53.240002|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|118|NASDAQ|2019|10|10|15|30|952200|52.759998|51.880001|52.540001|52.259998|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
AAXN|119|NASDAQ|2019|10|09|15|30|536400|53.330002|52.119999|52.34|53.130001|aerospacedefenseproductsservices|2|3|3.2|5443.850098|-|1323|usa|0|0|25|Feb 27 AMC|industrialgoods|92.699997|4330
